person_age,person_gender,person_education,person_income,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,previous_loan_defaults_on_file,loan_status
22,male,Bachelor,73110,24000,PERSONAL,7.29,3,No,1
21,female,Associate,72902,24000,MEDICAL,10.75,2,No,1
26,female,High School,75416,24000,DEBTCONSOLIDATION,7.9,3,No,1
22,male,Master,75959,24000,EDUCATION,14.84,2,No,1
26,male,Associate,79222,24000,DEBTCONSOLIDATION,11.01,2,No,1
22,female,Associate,21824,4975,EDUCATION,11.01,3,No,1
23,male,High School,71875,24000,DEBTCONSOLIDATION,19.69,2,No,1
23,male,Bachelor,80313,24000,VENTURE,11.01,4,No,1
24,male,High School,72647,24000,VENTURE,14.96,4,No,1
25,male,Bachelor,80492,24000,EDUCATION,6.99,3,No,1
22,male,High School,75646,24000,PERSONAL,16.45,4,No,1
24,male,Associate,85223,24000,EDUCATION,10.99,4,No,1
23,male,Associate,89735,24000,DEBTCONSOLIDATION,10.99,2,No,1
22,male,High School,22364,3000,PERSONAL,7.9,4,No,1
22,female,Master,90780,24000,EDUCATION,12.69,4,No,1
24,male,Bachelor,90889,24000,MEDICAL,10.37,3,No,1
24,male,Bachelor,90911,24000,HOMEIMPROVEMENT,11.01,3,No,1
26,male,Master,83953,24000,DEBTCONSOLIDATION,15.83,3,No,1
23,male,Associate,94644,24000,PERSONAL,13.92,3,No,1
22,female,High School,22616,2000,VENTURE,11.49,3,No,0
24,female,Bachelor,96989,24000,MEDICAL,10.25,2,No,0
22,female,Associate,22867,3500,HOMEIMPROVEMENT,7.49,4,No,1
23,female,Master,22583,4000,EDUCATION,5.99,2,No,1
23,female,Bachelor,90900,24000,PERSONAL,12.92,2,No,1
26,female,Master,107641,24000,PERSONAL,11.58,3,No,0
25,male,High School,114870,24000,EDUCATION,8.9,2,No,0
22,male,Bachelor,100479,24000,DEBTCONSOLIDATION,19.69,3,No,1
25,female,Master,114958,24000,VENTURE,6.54,4,Yes,0
21,female,Master,22882,4900,HOMEIMPROVEMENT,14.54,4,No,1
21,female,Bachelor,22392,5000,EDUCATION,11.11,2,No,1
26,female,High School,120498,24000,PERSONAL,12.73,4,No,0
24,female,Master,132873,24000,VENTURE,15.62,4,Yes,0
24,male,Associate,22635,6250,HOMEIMPROVEMENT,6.54,4,No,1
22,female,Associate,118299,24000,DEBTCONSOLIDATION,11.01,2,No,1
26,female,Associate,125665,24000,DEBTCONSOLIDATION,20,4,No,1
22,female,High School,144904,24000,EDUCATION,9.91,4,No,0
24,female,Bachelor,144882,24000,VENTURE,12.69,4,Yes,0
26,male,Associate,130649,24000,EDUCATION,20,3,No,1
24,male,Master,149622,24000,PERSONAL,16.49,4,Yes,0
23,male,Bachelor,22957,2500,MEDICAL,15.95,2,No,1
24,male,Master,157225,24000,DEBTCONSOLIDATION,11.49,3,Yes,0
25,female,Bachelor,163004,24000,PERSONAL,10.99,2,No,0
24,male,High School,163035,24000,HOMEIMPROVEMENT,13.79,2,Yes,0
23,male,Master,138731,24000,MEDICAL,20,3,No,1
23,female,Associate,180804,24000,EDUCATION,7.49,4,Yes,0
23,male,Master,166378,24000,DEBTCONSOLIDATION,16,2,No,1
24,male,Associate,22684,13000,PERSONAL,7.88,3,No,1
21,male,Bachelor,22366,6250,VENTURE,10.62,4,No,1
26,female,High School,187161,24000,DEBTCONSOLIDATION,10.99,4,Yes,0
26,male,Bachelor,178439,24000,EDUCATION,18.3,2,No,1
26,male,Bachelor,204962,24000,DEBTCONSOLIDATION,11.01,2,Yes,0
21,male,Bachelor,22673,2500,PERSONAL,11.36,3,Yes,0
24,male,Associate,53633,23975,HOMEIMPROVEMENT,11.01,2,No,1
23,female,Master,144983,23750,MEDICAL,13.47,2,No,0
24,female,High School,67032,23600,PERSONAL,11.89,3,No,1
24,male,High School,22664,10000,DEBTCONSOLIDATION,12.18,2,No,1
25,male,High School,123299,23600,DEBTCONSOLIDATION,13.49,4,Yes,0
23,female,Associate,91275,23575,PERSONAL,14.5,4,No,1
22,male,Bachelor,22564,4000,MEDICAL,11.01,2,No,1
22,male,Bachelor,22786,5400,MEDICAL,15.31,2,No,1
25,male,High School,22450,4000,MEDICAL,11.01,3,No,1
21,female,Bachelor,22666,3375,VENTURE,11.01,2,No,1
22,male,Bachelor,81701,23400,VENTURE,7.49,2,No,1
22,male,High School,52984,23000,PERSONAL,11.01,3,No,1
25,female,Master,68579,23000,EDUCATION,11.01,2,No,1
23,female,Bachelor,73014,23000,VENTURE,12.18,4,No,1
24,female,Bachelor,22608,1200,VENTURE,11.34,4,Yes,0
25,female,High School,76932,23000,EDUCATION,9.91,3,No,1
24,male,High School,78955,23000,HOMEIMPROVEMENT,11.99,4,No,1
23,male,Master,82567,23000,EDUCATION,9.62,2,No,1
22,male,Bachelor,22466,3000,DEBTCONSOLIDATION,9.96,3,No,1
25,male,Bachelor,97251,23000,VENTURE,11.01,2,Yes,0
24,male,Associate,106607,23000,VENTURE,14.54,2,No,1
22,male,Bachelor,71385,22750,MEDICAL,11.36,4,No,1
23,female,Bachelor,84865,22500,DEBTCONSOLIDATION,14.27,2,No,1
24,male,Bachelor,22789,3000,HOMEIMPROVEMENT,11.99,3,No,1
26,female,Bachelor,84801,22500,EDUCATION,18.99,2,No,1
24,male,Bachelor,88421,22400,VENTURE,16.7,4,No,1
24,male,High School,23071,5000,PERSONAL,9.32,3,No,1
23,male,Bachelor,43042,22250,DEBTCONSOLIDATION,12.69,3,No,1
25,female,High School,53119,22000,HOMEIMPROVEMENT,13.11,2,No,1
25,male,Bachelor,63311,22000,PERSONAL,10.74,2,No,1
21,male,Bachelor,23597,4200,PERSONAL,14.11,4,No,1
22,female,High School,69308,22000,EDUCATION,9.63,3,No,1
25,female,High School,70598,22000,MEDICAL,14.65,2,No,1
23,female,High School,73044,22000,DEBTCONSOLIDATION,10.25,4,No,1
24,male,Bachelor,73043,22000,VENTURE,14.26,2,No,1
25,female,Bachelor,23627,3000,EDUCATION,9.91,2,No,1
26,male,Bachelor,68198,22000,MEDICAL,17.19,3,No,1
22,female,High School,85089,22000,EDUCATION,11.36,4,No,1
22,female,Bachelor,80358,22000,EDUCATION,11.01,2,No,1
23,female,Bachelor,90025,22000,DEBTCONSOLIDATION,10.59,3,Yes,0
24,female,Master,93232,22000,EDUCATION,9.25,2,No,0
22,female,Master,23497,3625,MEDICAL,8.49,3,No,1
26,male,Associate,93314,22000,VENTURE,6.54,3,No,0
21,female,Associate,23543,6000,MEDICAL,8.49,3,No,1
24,male,Bachelor,97038,22000,MEDICAL,11.01,4,Yes,0
26,female,Associate,100246,22000,VENTURE,12.69,2,Yes,0
24,female,Bachelor,23667,7400,MEDICAL,13.85,2,No,1
25,male,Associate,23719,4000,DEBTCONSOLIDATION,7.4,3,No,1
23,male,High School,101575,22000,DEBTCONSOLIDATION,11.71,4,No,0
25,female,Master,94168,22000,PERSONAL,11.48,3,No,1
25,male,Master,99394,22000,EDUCATION,17.51,2,No,1
21,male,High School,23504,3500,DEBTCONSOLIDATION,14.61,3,No,1
23,male,Bachelor,120500,22000,DEBTCONSOLIDATION,7.88,4,No,0
23,female,Bachelor,133195,22000,PERSONAL,11.01,3,Yes,0
22,male,Bachelor,24148,4950,PERSONAL,11.71,2,No,1
25,male,Bachelor,69353,21700,PERSONAL,11.99,2,No,1
24,male,High School,65946,21600,VENTURE,13.49,2,No,1
23,female,High School,68677,21600,MEDICAL,20,4,No,1
26,female,Associate,76687,21600,DEBTCONSOLIDATION,14.35,3,No,1
22,female,Bachelor,99087,21600,PERSONAL,13.61,3,No,0
22,male,High School,94523,21600,DEBTCONSOLIDATION,11.26,3,No,1
22,female,High School,24092,2400,VENTURE,10.59,3,No,0
24,female,Bachelor,135365,21600,MEDICAL,7.9,2,No,0
24,male,Associate,24420,7000,HOMEIMPROVEMENT,5.99,4,No,1
25,male,High School,23948,3000,EDUCATION,11.99,4,No,1
24,female,Associate,71718,21500,MEDICAL,16.89,3,No,1
24,female,Master,84999,21500,HOMEIMPROVEMENT,9.99,3,No,1
24,female,High School,140396,21500,EDUCATION,15.33,3,Yes,0
25,male,High School,73404,21450,EDUCATION,7.29,4,No,1
22,male,High School,38473,21250,DEBTCONSOLIDATION,12.42,3,No,1
25,male,Associate,57546,21250,VENTURE,10.99,2,No,1
25,male,Bachelor,62422,21250,VENTURE,6.91,2,No,1
22,male,Bachelor,23993,5000,DEBTCONSOLIDATION,14.17,2,No,1
22,male,High School,64732,21250,MEDICAL,10.25,3,No,1
26,male,Associate,23955,9250,EDUCATION,11.01,2,No,1
24,male,Bachelor,68154,21250,VENTURE,15.95,3,No,1
24,female,Associate,79138,21250,EDUCATION,15.95,4,No,1
21,male,High School,42536,21000,VENTURE,12.53,4,No,1
22,male,Associate,23888,1400,HOMEIMPROVEMENT,14.91,4,No,1
23,male,Associate,24013,3000,MEDICAL,11.01,4,No,1
26,female,Bachelor,48929,21000,MEDICAL,6.54,4,No,1
25,female,Associate,24121,1000,VENTURE,11.01,3,Yes,0
26,male,Bachelor,51379,21000,MEDICAL,17.26,4,No,1
23,male,High School,76364,21000,MEDICAL,11.36,2,No,1
26,male,Bachelor,24297,4000,VENTURE,7.51,4,No,1
22,female,Bachelor,71599,21000,PERSONAL,10.71,3,No,1
22,male,Associate,85496,21000,PERSONAL,13.98,4,Yes,0
26,female,Associate,79163,21000,DEBTCONSOLIDATION,14.09,3,No,1
22,male,Master,90944,21000,EDUCATION,10,3,Yes,0
22,female,Master,23973,5000,MEDICAL,15.33,3,No,1
25,female,High School,75181,21000,MEDICAL,16.32,4,No,1
24,female,Associate,95767,21000,HOMEIMPROVEMENT,7.9,2,No,0
23,female,Master,96788,21000,MEDICAL,11.99,3,Yes,0
24,male,High School,101708,21000,MEDICAL,10.75,4,No,0
26,male,Associate,103023,21000,HOMEIMPROVEMENT,13.92,3,Yes,0
22,male,Bachelor,113027,21000,EDUCATION,9.91,3,No,0
26,female,Bachelor,98366,21000,EDUCATION,16.95,3,No,1
26,male,Associate,117668,21000,EDUCATION,7.9,3,Yes,0
26,male,Bachelor,117297,21000,EDUCATION,11.01,3,Yes,0
25,female,Associate,120885,21000,PERSONAL,16.49,3,No,1
26,female,Associate,24183,7500,PERSONAL,11.97,2,No,1
21,male,High School,23664,6250,DEBTCONSOLIDATION,6.17,3,No,1
26,male,Associate,150692,21000,HOMEIMPROVEMENT,8.9,2,No,0
25,female,High School,151100,21000,EDUCATION,12.99,3,Yes,0
23,male,Bachelor,99197,20900,PERSONAL,12.69,2,No,0
21,female,Associate,24468,15000,EDUCATION,9.64,2,No,1
26,female,High School,61015,20500,VENTURE,7.49,3,No,1
23,male,Associate,84845,20500,EDUCATION,13.16,3,No,0
22,female,Associate,24872,2100,EDUCATION,8.38,4,Yes,0
123,female,High School,97140,20400,EDUCATION,10.25,3,Yes,0
23,male,Bachelor,65613,20375,PERSONAL,7.49,2,No,1
26,male,High School,32325,20050,EDUCATION,9.76,2,No,1
24,female,Associate,40881,20000,DEBTCONSOLIDATION,10.99,3,No,1
23,male,Associate,24766,5000,PERSONAL,11.71,4,No,0
22,female,Associate,24995,9250,PERSONAL,10.65,4,Yes,0
24,male,Master,43287,20000,MEDICAL,12.53,4,No,1
25,male,Bachelor,46375,20000,MEDICAL,14.59,4,No,1
23,female,High School,39416,20000,DEBTCONSOLIDATION,12.61,4,No,1
25,male,Associate,46636,20000,MEDICAL,13.11,2,No,1
23,male,Associate,25168,6400,MEDICAL,10.65,4,No,0
25,male,Bachelor,47473,20000,PERSONAL,11.22,4,No,1
23,female,High School,40632,20000,EDUCATION,16,2,No,1
25,female,Associate,41468,20000,HOMEIMPROVEMENT,8.88,4,No,1
24,male,High School,48897,20000,PERSONAL,12.53,3,No,1
21,male,Bachelor,44226,20000,MEDICAL,11.01,2,No,1
26,male,Bachelor,25012,4800,MEDICAL,5.99,3,Yes,0
25,male,Associate,51210,20000,EDUCATION,13.47,4,No,1
22,male,High School,51305,20000,VENTURE,6.99,4,No,1
25,male,Bachelor,25295,5650,PERSONAL,15.99,2,Yes,0
23,female,Associate,24930,3625,EDUCATION,11.01,3,Yes,0
22,male,High School,45716,20000,DEBTCONSOLIDATION,16.69,3,No,1
25,male,Bachelor,46683,20000,MEDICAL,11.11,4,No,1
22,female,Associate,54870,20000,EDUCATION,7.9,4,No,1
23,male,Associate,55291,20000,PERSONAL,10.25,2,No,1
24,female,High School,54919,20000,MEDICAL,11.01,2,No,1
23,female,Bachelor,25141,1200,MEDICAL,7.49,3,No,0
22,male,High School,54899,20000,DEBTCONSOLIDATION,13.92,3,No,1
24,male,Associate,47903,20000,MEDICAL,14.74,2,No,1
24,male,Associate,56744,20000,EDUCATION,10.62,2,No,1
22,male,Associate,58440,20000,VENTURE,10.65,3,No,1
22,female,Associate,51628,20000,PERSONAL,12.99,3,No,1
22,male,High School,58859,20000,VENTURE,11.36,4,No,1
22,female,Associate,24521,7500,EDUCATION,5.79,4,Yes,0
23,female,Master,60235,20000,EDUCATION,6.54,4,No,1
25,female,Master,25654,4000,VENTURE,5.79,2,No,0
25,female,Bachelor,61114,20000,DEBTCONSOLIDATION,7.49,3,No,1
25,female,Bachelor,60990,20000,EDUCATION,13.43,2,No,1
22,female,Bachelor,61072,20000,DEBTCONSOLIDATION,13.22,2,No,1
22,male,Associate,25229,5000,VENTURE,14.72,3,Yes,0
22,female,Associate,53980,20000,EDUCATION,15.68,4,No,1
24,male,Bachelor,61918,20000,MEDICAL,11.01,3,No,1
25,female,Bachelor,62299,20000,HOMEIMPROVEMENT,11.48,3,No,1
24,male,Master,62192,20000,VENTURE,10.38,3,No,1
22,male,Bachelor,62045,20000,EDUCATION,12.53,3,No,1
22,male,Bachelor,62350,20000,EDUCATION,13.47,2,No,1
24,female,Associate,62508,20000,VENTURE,12.21,4,No,1
25,male,High School,63607,20000,VENTURE,10.99,3,No,1
25,male,Associate,63921,20000,EDUCATION,11.36,4,No,1
22,male,Bachelor,56273,20000,DEBTCONSOLIDATION,16,4,No,1
26,male,Bachelor,24569,1500,PERSONAL,7.74,3,Yes,0
24,male,High School,63481,20000,EDUCATION,15.65,2,No,1
25,male,High School,56451,20000,DEBTCONSOLIDATION,11.78,2,No,1
24,female,Associate,63897,20000,HOMEIMPROVEMENT,11.01,3,No,1
22,female,High School,57193,20000,MEDICAL,16.77,3,No,1
22,male,Associate,65874,20000,EDUCATION,9.91,4,No,1
23,female,Associate,58705,20000,MEDICAL,15.65,4,No,1
23,male,High School,58236,20000,MEDICAL,14.96,3,No,1
23,male,Associate,65738,20000,VENTURE,11.83,4,No,1
24,male,High School,59765,20000,MEDICAL,11.66,4,No,1
26,male,High School,67019,20000,EDUCATION,12.18,4,No,1
24,female,Associate,67265,20000,HOMEIMPROVEMENT,6.91,2,No,1
25,male,Bachelor,66906,20000,DEBTCONSOLIDATION,6.91,3,No,1
26,female,Associate,59603,20000,HOMEIMPROVEMENT,19.79,3,No,1
25,male,High School,67174,20000,VENTURE,9.88,4,No,1
22,female,Associate,24993,16600,PERSONAL,9.76,3,Yes,0
23,male,Associate,66844,20000,DEBTCONSOLIDATION,12.53,2,No,1
25,female,Associate,67482,20000,VENTURE,11.01,4,No,1
23,male,High School,24853,7125,PERSONAL,6.99,2,Yes,0
23,male,Master,69387,20000,EDUCATION,16.89,2,No,1
22,female,High School,62379,20000,PERSONAL,17.49,4,No,1
23,male,Bachelor,24853,2500,EDUCATION,16.82,2,Yes,0
26,male,Associate,24751,3600,HOMEIMPROVEMENT,11.01,2,Yes,0
22,female,Associate,70529,20000,DEBTCONSOLIDATION,13.11,2,No,1
23,female,Associate,71255,20000,DEBTCONSOLIDATION,7.66,3,No,1
26,male,Master,71761,20000,MEDICAL,6.17,3,No,1
26,male,Bachelor,64550,20000,PERSONAL,16.35,4,No,1
23,female,Bachelor,72969,20000,MEDICAL,7.9,2,No,1
24,female,Bachelor,66060,20000,VENTURE,16.49,2,No,1
21,male,Bachelor,25666,3550,VENTURE,11.01,4,Yes,0
26,male,Associate,25229,7000,HOMEIMPROVEMENT,8,2,Yes,0
24,female,Master,72762,20000,PERSONAL,10.99,2,No,1
24,male,Master,25451,7750,VENTURE,6.91,3,No,0
25,female,Bachelor,65742,20000,PERSONAL,8.88,3,No,1
24,male,Bachelor,73352,20000,VENTURE,11.01,4,No,1
23,male,Master,65733,20000,DEBTCONSOLIDATION,14.84,3,No,1
23,male,Associate,65802,20000,PERSONAL,11.12,2,No,1
22,male,Bachelor,72562,20000,EDUCATION,7.88,3,No,1
25,female,Associate,73028,20000,EDUCATION,11.01,2,No,1
22,male,Associate,25537,6000,EDUCATION,15.99,4,No,0
24,male,Associate,25526,5500,DEBTCONSOLIDATION,10.99,4,Yes,0
25,male,Bachelor,73266,20000,EDUCATION,11.01,3,No,1
25,male,High School,65555,20000,PERSONAL,15.65,3,No,1
24,female,High School,65678,20000,PERSONAL,17.04,3,No,1
23,female,Bachelor,73286,20000,EDUCATION,12.21,2,No,1
21,male,Associate,25416,1275,EDUCATION,15.23,3,Yes,0
25,female,High School,65967,20000,DEBTCONSOLIDATION,14.11,4,No,1
24,female,High School,73202,20000,PERSONAL,11.14,2,No,1
21,male,Associate,25710,2400,MEDICAL,11.49,4,No,0
24,female,Bachelor,73058,20000,PERSONAL,13.87,4,No,1
26,male,High School,72650,20000,HOMEIMPROVEMENT,10.08,4,No,1
23,male,High School,66301,20000,PERSONAL,16.7,4,No,1
24,male,High School,66951,20000,VENTURE,18.64,2,No,1
24,female,Bachelor,73899,20000,HOMEIMPROVEMENT,12.18,4,No,1
22,male,High School,25644,3800,DEBTCONSOLIDATION,11.01,3,No,0
25,female,High School,75578,20000,MEDICAL,6.54,3,No,1
24,male,High School,68349,20000,EDUCATION,14.61,4,No,1
21,female,Bachelor,68120,20000,VENTURE,17.39,3,No,1
24,male,High School,75484,20000,HOMEIMPROVEMENT,11.12,2,No,1
25,female,Bachelor,75802,20000,VENTURE,11.48,2,No,1
25,female,Master,76733,20000,MEDICAL,12.42,3,No,1
26,male,Bachelor,70484,20000,DEBTCONSOLIDATION,10.25,2,No,1
23,female,Bachelor,78886,20000,MEDICAL,10.65,3,No,1
24,female,Associate,25992,5000,PERSONAL,16.29,3,No,0
23,female,Bachelor,79348,20000,MEDICAL,10.37,2,No,1
23,male,Bachelor,78597,20000,VENTURE,11.49,3,No,1
24,male,High School,26216,10000,VENTURE,10.59,4,Yes,0
25,male,Master,26133,5375,VENTURE,13.49,2,Yes,0
26,female,Bachelor,71856,20000,PERSONAL,11.01,4,No,1
23,male,Master,72259,20000,EDUCATION,12.29,4,No,1
21,female,Bachelor,25869,3500,DEBTCONSOLIDATION,17.27,2,No,1
26,male,Associate,79098,20000,DEBTCONSOLIDATION,11.99,2,No,1
25,female,Associate,71754,20000,PERSONAL,14.84,2,No,1
23,male,High School,71688,20000,DEBTCONSOLIDATION,10.83,2,No,1
23,female,Associate,79539,20000,DEBTCONSOLIDATION,13.22,2,No,1
22,female,High School,81282,20000,EDUCATION,12.18,2,No,0
23,male,Bachelor,81580,20000,MEDICAL,11.11,2,Yes,0
24,female,Master,81639,20000,HOMEIMPROVEMENT,13.48,2,No,0
26,male,High School,82432,20000,EDUCATION,10.75,4,No,0
25,male,High School,82737,20000,PERSONAL,12.53,4,Yes,0
24,male,High School,75890,20000,DEBTCONSOLIDATION,14.84,4,No,1
23,male,Bachelor,84428,20000,VENTURE,17.74,2,Yes,0
25,male,Bachelor,85061,20000,HOMEIMPROVEMENT,9.99,2,Yes,0
22,male,Bachelor,84791,20000,PERSONAL,6.91,4,Yes,0
25,female,Bachelor,77982,20000,HOMEIMPROVEMENT,11.01,4,No,1
25,male,High School,86325,20000,PERSONAL,14.09,2,Yes,0
22,male,High School,26244,3000,DEBTCONSOLIDATION,11.49,3,Yes,0
23,female,High School,86183,20000,EDUCATION,14.09,3,No,0
23,female,Associate,67625,20000,MEDICAL,15.2,4,No,1
24,male,High School,87261,20000,MEDICAL,11.83,2,Yes,0
24,female,Bachelor,25826,6000,PERSONAL,12.21,2,No,0
23,male,Associate,80180,20000,VENTURE,14.11,3,No,1
22,male,High School,80179,20000,DEBTCONSOLIDATION,14.42,2,No,1
24,male,High School,87458,20000,HOMEIMPROVEMENT,14.74,3,Yes,0
24,female,Master,89922,20000,HOMEIMPROVEMENT,12.69,3,Yes,0
22,female,Bachelor,26137,1625,DEBTCONSOLIDATION,16.89,3,No,1
25,male,High School,91179,20000,DEBTCONSOLIDATION,11.01,4,Yes,0
21,male,Associate,26112,4500,HOMEIMPROVEMENT,11.01,2,No,1
25,male,Bachelor,26559,8500,VENTURE,9.63,4,Yes,0
24,female,Associate,91001,20000,HOMEIMPROVEMENT,8.88,3,No,0
26,female,Bachelor,90978,20000,MEDICAL,6.91,4,Yes,0
26,female,Bachelor,90805,20000,EDUCATION,11.01,3,No,0
25,female,Associate,91130,20000,PERSONAL,10.38,3,Yes,0
22,male,High School,83759,20000,DEBTCONSOLIDATION,10.99,4,No,1
22,male,Master,91033,20000,VENTURE,11.01,2,Yes,0
21,female,Bachelor,26887,7575,PERSONAL,11.01,3,Yes,0
26,female,Bachelor,26792,5200,EDUCATION,12.42,3,No,0
24,male,Bachelor,83573,20000,HOMEIMPROVEMENT,14.82,4,No,1
23,female,Bachelor,91541,20000,PERSONAL,16.32,3,No,0
23,female,Associate,72279,20000,MEDICAL,16,3,No,1
23,male,Associate,92304,20000,MEDICAL,10.37,3,Yes,0
26,male,Master,85207,20000,DEBTCONSOLIDATION,13.16,3,No,1
24,female,Associate,85232,20000,VENTURE,14.88,4,No,1
22,female,Associate,93127,20000,DEBTCONSOLIDATION,13.98,4,Yes,0
26,male,Master,86320,20000,HOMEIMPROVEMENT,13.36,2,No,1
21,female,High School,26946,7125,VENTURE,6.99,3,No,0
22,female,High School,26711,4025,EDUCATION,5.42,4,Yes,0
24,male,Bachelor,26769,8000,MEDICAL,5.42,2,Yes,0
26,female,Bachelor,94812,20000,HOMEIMPROVEMENT,13.85,4,No,0
22,female,Associate,27119,4000,PERSONAL,12.99,2,Yes,0
26,male,Bachelor,27046,4200,MEDICAL,9.99,3,Yes,0
22,female,Bachelor,26902,1400,VENTURE,11.01,2,Yes,0
123,male,Bachelor,94723,20000,VENTURE,11.01,4,Yes,0
23,female,High School,74473,20000,MEDICAL,11.14,2,No,1
21,male,Bachelor,27072,3800,DEBTCONSOLIDATION,5.99,2,No,0
24,female,Master,87447,20000,DEBTCONSOLIDATION,11.01,4,No,1
23,female,High School,94310,20000,VENTURE,11.58,3,No,0
23,male,Master,95354,20000,MEDICAL,13.85,4,Yes,0
23,male,Master,96236,20000,EDUCATION,16.89,4,No,0
23,male,Master,96969,20000,MEDICAL,7.9,4,No,0
23,female,Associate,27201,6000,VENTURE,12.68,4,Yes,0
22,male,Associate,76808,20000,MEDICAL,14.91,4,No,1
24,male,High School,97157,20000,VENTURE,13.06,4,Yes,0
25,male,High School,96773,20000,EDUCATION,8.88,4,Yes,0
23,male,Bachelor,26954,2000,EDUCATION,6.17,4,Yes,0
22,female,High School,96673,20000,EDUCATION,13.98,4,Yes,0
22,male,High School,26872,8500,VENTURE,6.54,4,No,0
26,male,Bachelor,76420,20000,MEDICAL,13.85,3,No,1
26,female,Associate,27097,1000,HOMEIMPROVEMENT,10.36,3,Yes,0
25,male,High School,89914,20000,PERSONAL,15.95,4,No,1
25,male,Associate,96778,20000,HOMEIMPROVEMENT,14.26,4,No,0
23,female,High School,97783,20000,MEDICAL,11.71,2,Yes,0
22,female,Bachelor,98255,20000,DEBTCONSOLIDATION,13.49,4,Yes,0
24,male,Master,26747,2000,DEBTCONSOLIDATION,14.84,2,No,1
22,female,Bachelor,99459,20000,EDUCATION,11.01,2,No,0
23,female,Associate,92036,20000,HOMEIMPROVEMENT,15.05,4,No,1
22,male,Master,93070,20000,EDUCATION,13.79,4,No,1
24,female,High School,101201,20000,EDUCATION,13.48,3,No,0
26,female,Bachelor,26764,3000,VENTURE,6.76,2,No,0
23,male,Master,102232,20000,PERSONAL,11.11,4,Yes,0
25,female,Bachelor,101849,20000,EDUCATION,13.92,2,Yes,0
23,female,Bachelor,26678,4400,EDUCATION,12.53,2,Yes,0
21,male,Bachelor,27041,10000,DEBTCONSOLIDATION,11.14,2,Yes,0
24,female,Master,95807,20000,HOMEIMPROVEMENT,14.11,2,No,1
23,female,Bachelor,103275,20000,MEDICAL,7.49,2,Yes,0
25,male,High School,103166,20000,DEBTCONSOLIDATION,10.25,3,Yes,0
26,male,Bachelor,88672,20000,PERSONAL,12.53,2,No,1
21,female,High School,27289,1500,PERSONAL,11.86,3,Yes,0
23,male,Bachelor,27174,9000,VENTURE,7.88,3,Yes,0
25,female,Associate,102975,20000,HOMEIMPROVEMENT,11.01,2,No,0
24,male,Associate,27558,4000,VENTURE,11.01,2,Yes,0
22,female,Associate,105649,20000,DEBTCONSOLIDATION,13.85,4,Yes,0
23,male,High School,27887,6000,PERSONAL,13.23,4,Yes,0
22,female,Associate,109017,20000,PERSONAL,11.01,4,Yes,0
23,male,High School,94566,20000,HOMEIMPROVEMENT,18.25,2,No,1
24,female,Bachelor,109178,20000,DEBTCONSOLIDATION,6.54,3,No,0
23,male,Master,108836,20000,MEDICAL,11.49,4,Yes,0
26,male,Master,109089,20000,MEDICAL,11.49,3,Yes,0
22,female,Bachelor,27472,7000,EDUCATION,11.71,2,No,0
23,male,Master,109061,20000,DEBTCONSOLIDATION,13.57,4,Yes,0
25,male,High School,110319,20000,EDUCATION,14.35,3,Yes,0
26,male,Bachelor,27309,3825,DEBTCONSOLIDATION,10.65,4,Yes,0
22,female,Bachelor,111365,20000,VENTURE,15.65,2,No,0
22,male,Associate,27358,6500,VENTURE,11.01,4,Yes,0
25,female,Bachelor,27570,5875,EDUCATION,6.62,2,No,1
25,male,Associate,111834,20000,MEDICAL,9.25,2,Yes,0
22,male,High School,27122,2400,MEDICAL,11.71,3,Yes,0
24,male,Bachelor,27730,8000,PERSONAL,5.42,4,Yes,0
